timestamp,epoch,price
2024-06-14T17:54:09+00:00,629,1
2024-06-16T09:23:47+00:00,630,1.000420171
2024-06-18T14:35:38+00:00,631,1.001081107
2024-06-20T20:22:16+00:00,632,1.001953007
2024-06-23T02:25:46+00:00,633,1.002724926
2024-06-25T08:27:33+00:00,634,1.003665119
2024-06-27T14:54:20+00:00,635,1.004497532
2024-06-29T21:20:34+00:00,636,1.005382936
2024-07-02T04:27:42+00:00,637,1.00612724
2024-07-04T12:41:19+00:00,638,1.006830967
2024-07-06T17:54:06+00:00,639,1.007554702
2024-07-09T01:37:57+00:00,640,1.008294059
2024-07-11T08:54:05+00:00,641,1.00899823
2024-07-13T16:53:59+00:00,642,1.009413521
2024-07-16T01:40:02+00:00,643,1.010073446
2024-07-18T07:21:35+00:00,644,1.010619263
2024-07-20T13:54:02+00:00,645,1.011243823
2024-07-22T20:23:28+00:00,646,1.01207738
2024-07-25T01:38:39+00:00,647,1.013002069
2024-07-27T08:54:08+00:00,648,1.013926251
2024-07-29T15:26:02+00:00,649,1.014505173
2024-07-31T20:54:01+00:00,650,1.015263241
2024-08-03T02:25:14+00:00,651,1.016067942
2024-08-05T07:21:52+00:00,652,1.016834905
2024-08-07T10:38:53+00:00,653,1.017588129
2024-08-09T13:25:45+00:00,654,1.01826012
2024-08-11T15:23:55+00:00,655,1.018884338
2024-08-13T17:54:26+00:00,656,1.019349232
2024-08-15T21:23:18+00:00,657,1.020198611
2024-08-18T01:45:27+00:00,658,1.020678111
2024-08-20T05:25:39+00:00,659,1.021057693
2024-08-22T09:34:51+00:00,660,1.021460388
2024-08-24T13:54:03+00:00,661,1.021914567
2024-08-26T17:24:29+00:00,662,1.022370452
2024-08-28T21:23:07+00:00,663,1.022830659
2024-08-31T01:44:27+00:00,664,1.023281012
2024-09-02T04:29:17+00:00,665,1.023732107
2024-09-04T08:29:06+00:00,666,1.02418229
2024-09-06T11:54:25+00:00,667,1.024614544
2024-09-08T14:36:12+00:00,668,1.025033499
2024-09-10T18:54:09+00:00,669,1.02525118
2024-09-12T23:54:03+00:00,670,1.025710619
2024-09-15T04:28:45+00:00,671,1.026161252
2024-09-17T07:54:08+00:00,672,1.026606004
2024-09-19T12:47:42+00:00,673,1.027048684
2024-09-21T16:53:59+00:00,674,1.027488303
2024-09-23T21:23:41+00:00,675,1.02794357
2024-09-26T02:55:30+00:00,676,1.028233424
2024-09-28T08:42:43+00:00,677,1.028678354
2024-09-30T13:54:04+00:00,678,1.029177634
2024-10-02T20:28:04+00:00,679,1.029679471
2024-10-05T02:40:28+00:00,680,1.030132316
2024-10-07T07:24:26+00:00,681,1.030436684
2024-10-09T13:14:20+00:00,682,1.030901067
2024-10-11T19:20:33+00:00,683,1.031368043
2024-10-14T01:54:15+00:00,684,1.032753275
2024-10-16T09:27:19+00:00,685,1.033330892
2024-10-18T17:38:02+00:00,686,1.033750187
2024-10-21T01:54:47+00:00,687,1.034302881
2024-10-23T10:29:56+00:00,688,1.034780271
2024-10-25T17:26:36+00:00,689,1.035234245
2024-10-28T01:56:30+00:00,690,1.035782185
2024-10-30T08:55:51+00:00,691,1.03633473
2024-11-01T17:38:03+00:00,692,1.036887305
2024-11-04T01:54:43+00:00,693,1.037388142
2024-11-06T10:30:15+00:00,694,1.037803284
2024-11-08T19:34:46+00:00,695,1.038199975
2024-11-11T01:52:19+00:00,696,1.038286648
2024-11-13T07:23:43+00:00,697,1.038286648
2024-11-15T11:22:04+00:00,698,1.038286648
