timestamp,epoch,price
2026-02-08T03:31:58+00:00,923,1.005449561
2026-02-09T19:37:28+00:00,924,1.005731311
2026-02-11T19:43:51+00:00,925,1.00611521
2026-02-13T17:52:15+00:00,926,1.006428705
2026-02-15T16:46:09+00:00,927,1.006720757
2026-02-17T15:36:46+00:00,928,1.007088246
2026-02-19T14:36:37+00:00,929,1.007406043
2026-02-21T13:51:02+00:00,930,1.007765796
2026-02-23T13:38:46+00:00,931,1.008070773
2026-02-25T13:40:08+00:00,932,1.008420668
2026-02-27T12:02:04+00:00,933,1.008738413
2026-03-01T11:30:58+00:00,934,1.009104217
2026-03-03T10:56:16+00:00,935,1.009462608
2026-03-05T09:58:52+00:00,936,1.009599655
2026-03-07T09:39:37+00:00,937,1.009959936
2026-03-09T08:58:52+00:00,938,1.01031316
2026-03-11T07:32:44+00:00,939,1.010675138
2026-03-13T06:33:32+00:00,940,1.011036291
2026-03-15T06:31:23+00:00,941,1.011393087
2026-03-17T05:00:30+00:00,942,1.011754367
2026-03-19T05:09:06+00:00,943,1.01211493
2026-03-21T04:19:11+00:00,944,1.012600479
2026-03-23T03:20:58+00:00,945,1.012899873
2026-03-25T03:15:31+00:00,946,1.013263815
2026-03-27T03:27:05+00:00,947,1.013587915
2026-03-29T03:32:06+00:00,948,1.013892819
2026-03-30T23:48:42+00:00,949,1.014255542
2026-04-01T22:54:16+00:00,950,1.014617633
2026-04-03T21:46:35+00:00,951,1.014981759
2026-04-05T20:48:21+00:00,952,1.015348666
2026-04-07T19:45:01+00:00,953,1.01572127
2026-04-09T21:00:18+00:00,954,1.016092098
2026-04-11T19:09:49+00:00,955,1.016463701
2026-04-13T17:44:44+00:00,956,1.016830947
2026-04-15T17:49:37+00:00,957,1.017199303
2026-04-17T17:25:06+00:00,958,1.017568732
2026-04-19T16:55:32+00:00,959,1.017924695
2026-04-21T15:38:45+00:00,960,1.018256575
2026-04-23T16:15:39+00:00,961,1.018441046
2026-04-25T15:10:42+00:00,962,1.018800278
2026-04-27T15:15:32+00:00,963,1.019156976
2026-04-29T15:23:51+00:00,964,1.019515129
2026-05-01T13:49:59+00:00,965,1.019874159
2026-05-03T13:45:44+00:00,966,1.02023376
2026-05-05T12:10:28+00:00,967,1.020596498
2026-05-07T13:13:53+00:00,968,1.020960083
2026-05-09T13:47:35+00:00,969,1.021324092
2026-05-11T14:09:37+00:00,970,1.021684115
2026-05-13T13:24:52+00:00,971,1.022049809
2026-05-15T14:30:07+00:00,972,1.022410728
2026-05-17T13:55:42+00:00,973,1.022767396
2026-05-19T13:38:37+00:00,974,1.023072862
2026-05-21T13:28:44+00:00,975,1.023478606
2026-05-23T12:10:44+00:00,976,1.023833115
2026-05-25T14:15:38+00:00,977,1.024143536
2026-05-27T11:54:40+00:00,978,1.024550464
2026-05-29T11:57:52+00:00,979,1.024904998
2026-05-31T11:21:32+00:00,980,1.025249329
2026-06-02T11:39:25+00:00,981,1.025557955
2026-06-04T12:12:55+00:00,982,1.025895082
2026-06-06T10:17:02+00:00,983,1.026229304
2026-06-08T12:05:42+00:00,984,1.026538596
2026-06-10T12:02:39+00:00,985,1.026898677
2026-06-12T12:28:15+00:00,986,1.027210667
2026-06-14T11:17:28+00:00,987,1.027555261
2026-06-16T11:30:44+00:00,988,1.027909777
2026-06-18T10:55:43+00:00,989,1.028280109
2026-06-20T08:13:59+00:00,990,1.028626852
2026-06-22T11:23:03+00:00,991,1.028978191
2026-06-24T09:48:33+00:00,992,1.029330037
2026-06-26T09:56:49+00:00,993,1.029641435
2026-06-28T09:47:54+00:00,994,1.029951403
2026-06-30T08:47:50+00:00,995,1.03030217
2026-07-02T10:49:31+00:00,996,1.030652369
2026-07-04T10:22:00+00:00,997,1.030962541
