timestamp,epoch,price
2024-06-10T19:54:09+00:00,627,1.021839995
2024-06-11T23:35:05+00:00,628,1.022331886
2024-06-14T04:37:13+00:00,629,1.022858698
2024-06-16T09:23:47+00:00,630,1.023379241
2024-06-18T15:24:04+00:00,631,1.023865476
2024-06-20T20:22:16+00:00,632,1.024371352
2024-06-23T02:25:46+00:00,633,1.024861282
2024-06-25T08:27:33+00:00,634,1.025358451
2024-06-27T14:35:33+00:00,635,1.025901309
2024-06-29T21:20:34+00:00,636,1.026384645
2024-07-02T03:54:07+00:00,637,1.026878683
2024-07-04T12:41:19+00:00,638,1.027397444
2024-07-07T05:26:53+00:00,639,1.027883261
2024-07-09T01:37:57+00:00,640,1.028366818
2024-07-11T08:54:05+00:00,641,1.028844881
2024-07-13T16:37:44+00:00,642,1.029315045
2024-07-16T01:40:02+00:00,643,1.029787244
2024-07-18T07:21:35+00:00,644,1.030272955
2024-07-20T13:54:02+00:00,645,1.030760994
2024-07-22T20:23:28+00:00,646,1.031227344
2024-07-25T01:38:39+00:00,647,1.031705036
2024-07-27T08:54:08+00:00,648,1.03218746
